gene	C0	C12	C24	C36	C48	C60	C72	C84	C96	C120	C168	C216	CC12	CC24	CC36	CC48	CC60	CC72	CC84	CC96	CC120	CC168	CC216	CD0	CD12	CD24	CD36	CD48	CD60	CD72	CD84	CD96	CD120	CD168	CD216	D0	D12	D24	D36	D48	D60	D72	D84	D96	D120	D168	D216	DD12	DD24	DD36	DD48	DD60	DD72	DD84	DD96	DD120	DD168	DD216
SlERF12	53.53	24.233333333333334	10.653333333333334	15.076666666666666	5.33	8.073333333333332	4.28	11.793333333333335	5.989999999999999	2.7433333333333336	30.3	46.199999999999996	42.199999999999996	16.336666666666666	16.906666666666666	10.29	13.243333333333334	8.57	20.316666666666666	20.376666666666665	5.47	23.703333333333333	45.78	23.286666666666665	51.93333333333334	10.763333333333334	17.88	5.466666666666666	12.026666666666666	10.956666666666669	12.123333333333335	7.900000000000001	9.533333333333333	18.286666666666665	26.296666666666667	17.613333333333333	15.57	5.25	12.51	5.026666666666666	6.726666666666667	2.8200000000000003	38.32333333333333	10.296666666666667	18.536666666666665	27.600000000000005	34.553333333333335	27.58666666666667	11.326666666666668	14.9	11.899999999999999	12.089999999999998	9.766666666666667	20.150000000000002	11.193333333333333	8.496666666666668	19.293333333333333	116.40666666666668
SlERF13	18.256666666666664	17.87666666666667	20.36	2.21	7.800000000000001	2.066666666666667	1.7533333333333332	6.343333333333334	8.89	4.086666666666667	24.016666666666666	56.09	23.33	12.526666666666666	8.709999999999999	12.556666666666667	10.236666666666666	9.543333333333335	23.113333333333333	11.363333333333335	11.176666666666668	89.24666666666667	49.370000000000005	38.46666666666667	40.413333333333334	16.383333333333333	11.049999999999999	14.946666666666667	12.996666666666668	16.32	36.343333333333334	38.07	16.423333333333336	67.54666666666667	28.26	42.68	8.173333333333334	5.1000000000000005	2.4633333333333334	5.946666666666666	1.8666666666666665	3.08	4.916666666666667	6.916666666666667	7.263333333333333	19.516666666666666	65.3	44.98333333333333	23.7	14.563333333333333	17.503333333333334	17.02	20.413333333333334	19.786666666666665	33.153333333333336	17.73	46.28	57.076666666666675
SlERF14	26.19333333333333	60.01333333333333	40.52	7.353333333333334	3.603333333333333	2.966666666666667	2.856666666666667	11.93	8.363333333333333	22.75	35.223333333333336	49.54333333333333	8.566666666666666	11.663333333333334	12.863333333333335	7.243333333333333	9.62	10.29	15.089999999999998	16.936666666666667	26.48	36.589999999999996	27.563333333333333	28.25	15.329999999999998	9.193333333333333	17.083333333333332	7.226666666666667	8.979999999999999	6.963333333333334	11.200000000000001	10.603333333333333	13.996666666666664	32.93666666666667	55.26333333333333	26.103333333333335	22.64	7.04	8.46	7.06	2.58	4.083333333333333	23.513333333333335	12.896666666666667	25.703333333333333	35.79666666666667	32.89333333333334	24.74	15.6	14.493333333333332	9.37	11.166666666666666	10.37	16.313333333333333	14.86	16.326666666666664	38.70666666666667	32.623333333333335
SlERF15	2.22	0.09666666666666668	0.17333333333333334	0.0	0.07666666666666667	0.023333333333333334	0.0	0.14333333333333334	0.049999999999999996	0.09666666666666666	0.3933333333333333	0.5433333333333333	2.9166666666666665	0.6966666666666667	0.6933333333333334	0.9766666666666666	0.5566666666666666	0.10333333333333333	0.6933333333333334	0.23666666666666666	0.49666666666666665	0.31666666666666665	2.7100000000000004	0.20333333333333334	6.706666666666667	2.0733333333333333	1.2033333333333334	0.8966666666666666	1.3833333333333335	1.05	0.8900000000000001	0.56	0.5333333333333333	1.4166666666666667	1.1766666666666665	0.19666666666666668	0.07666666666666667	0.07333333333333333	0.0	0.0	0.08	0.0	0.0	0.0	0.05666666666666667	0.5033333333333334	0.96	1.93	1.2666666666666666	0.7000000000000001	0.9033333333333333	1.0933333333333333	0.33	0.9866666666666667	0.13	0.26	0.7166666666666667	6.43
SlERF5	53.06	37.95666666666667	32.17333333333334	18.336666666666666	15.839999999999998	14.46	16.133333333333336	29.006666666666664	25.78	30.58666666666667	45.69	60.906666666666666	67.21666666666665	61.30666666666667	37.516666666666666	43.01333333333333	34.806666666666665	32.96333333333333	33.873333333333335	46.333333333333336	39.910000000000004	54.626666666666665	90.23333333333333	47.22	77.38333333333333	53.71666666666667	37.839999999999996	35.18	33.54	38.06333333333333	34.25	42.806666666666665	45.43333333333334	55.11333333333334	59.919999999999995	48.153333333333336	25.66	18.256666666666664	19.833333333333332	18.236666666666668	11.056666666666667	15.420000000000002	29.78333333333333	29.63	41.39	44.9	76.06666666666666	72.58999999999999	54.22	39.42666666666667	45.81	32.70666666666667	40.12	33.99666666666667	45.843333333333334	51.836666666666666	46.07666666666666	117.17999999999999
SlERF6	1.5566666666666666	3.6333333333333333	0.7533333333333333	0.5333333333333333	0.12666666666666668	0.14	0.25333333333333335	1.24	0.45	0.3933333333333333	2.48	3.8266666666666667	3.983333333333333	2.5566666666666666	2.263333333333333	1.9666666666666668	2.0500000000000003	0.8333333333333334	2.57	2.47	2.5	2.566666666666667	5.206666666666667	2.43	5.68	3.776666666666667	3.8000000000000003	2.46	2.4966666666666666	1.7833333333333334	4.666666666666667	2.276666666666667	3.44	2.983333333333333	7.426666666666667	1.7	2.5966666666666662	0.22666666666666666	1.1233333333333333	0.24000000000000002	0.38666666666666666	0.09000000000000001	2.7466666666666666	0.5666666666666668	0.8766666666666666	2.643333333333333	4.19	4.753333333333334	3.9033333333333338	4.1499999999999995	3.03	3.6133333333333333	2.6633333333333336	4.036666666666666	4.046666666666667	2.5533333333333332	4.336666666666667	16.47
SlGeBP1	5.613333333333333	8.043333333333333	10.246666666666668	11.26	12.503333333333332	10.719999999999999	12.54	10.416666666666666	9.836666666666668	9.126666666666667	6.890000000000001	7.84	7.983333333333333	6.866666666666667	11.073333333333332	9.066666666666666	9.543333333333333	8.113333333333333	9.353333333333333	6.003333333333334	4.7700000000000005	4.503333333333333	8.166666666666666	10.02	6.6433333333333335	8.813333333333334	11.1	10.043333333333335	9.549999999999999	9.74	9.753333333333332	8.263333333333334	6.890000000000001	5.96	8.896666666666667	12.153333333333334	11.579999999999998	13.32	15.049999999999999	14.846666666666666	13.38	16.61	16.373333333333335	12.88	11.206666666666669	7.743333333333333	9.32	8.09	9.343333333333334	11.506666666666666	10.816666666666668	13.25	10.590000000000002	13.653333333333334	8.216666666666667	6.923333333333333	8.540000000000001	8.463333333333333
SlHLH14	5.75	8.866666666666667	6.1433333333333335	1.9466666666666665	1.6733333333333331	0.65	0.84	1.5733333333333333	2.0033333333333334	1.86	6.123333333333334	6.073333333333333	3.6799999999999997	4.24	2.64	2.65	2.35	2.0666666666666664	3.3033333333333332	3.233333333333333	3.4599999999999995	4.663333333333333	3.8699999999999997	4.47	4.34	2.953333333333333	2.81	3.0100000000000002	1.99	1.8933333333333333	2.4166666666666665	1.7833333333333332	2.9299999999999997	4.739999999999999	4.11	4.0633333333333335	2.263333333333333	1.43	1.1133333333333333	1.1500000000000001	0.8766666666666666	0.5366666666666667	2.0966666666666667	1.5966666666666667	1.6600000000000001	3.4966666666666666	5.32	4.7	3.53	2.67	2.53	2.723333333333333	3.0400000000000005	3.06	2.89	2.9433333333333334	4.766666666666667	4.2299999999999995
SlHLH15	12.723333333333334	16.066666666666666	35.58	30.01	45.09666666666667	31.496666666666666	77.24666666666667	20.58666666666667	55.97666666666667	43.19333333333333	16.62666666666667	5.3	11.17	34.76333333333333	15.903333333333334	46.48	18.07	68.60333333333334	14.813333333333333	48.669999999999995	36.410000000000004	23.676666666666666	4.3966666666666665	17.263333333333332	14.85	26.21666666666667	24.849999999999998	39.88	19.59	54.77333333333333	17.599999999999998	40.25	40.089999999999996	20.643333333333334	5.546666666666667	20.72	35.96	36.96333333333333	44.5	64.00333333333333	37.35	75.66666666666667	21.97	52.10666666666666	33.943333333333335	18.766666666666666	6.983333333333333	17.893333333333334	19.833333333333332	29.23	35.49666666666667	23.736666666666665	49.906666666666666	21.626666666666665	46.76666666666667	33.776666666666664	19.92	3.0500000000000003
SlHLH16	108.33999999999999	100.85000000000001	128.79	88.99666666666667	80.06333333333333	66.89	83.94	97.35000000000001	85.64333333333333	103.64666666666666	122.50333333333333	99.93333333333334	111.04	108.13666666666666	104.82333333333332	96.10333333333334	90.79	88.97666666666667	97.21	118.94	119.90666666666668	124.83666666666666	92.26333333333334	112.19333333333334	102.09666666666665	97.58666666666666	100.27	97.65333333333335	79.67666666666666	94.52666666666666	94.41000000000001	90.38333333333333	102.19	114.09666666666668	106.54	92.2	89.88	81.46333333333332	85.24	74.41666666666667	61.596666666666664	72.63666666666667	85.19	91.11666666666667	94.53000000000002	109.46333333333332	109.50999999999999	113.57666666666667	95.21333333333332	89.13	88.18	78.87666666666667	79.08666666666666	103.54666666666667	110.52999999999999	109.37666666666667	114.81	103.97666666666667
SlHLH17	30.22666666666667	39.016666666666666	56.79333333333333	104.74333333333334	93.12666666666667	114.18333333333334	118.34666666666668	70.69666666666667	84.87666666666667	67.08999999999999	26.25333333333333	30.823333333333334	57.949999999999996	65.17333333333333	94.00666666666666	99.28333333333335	101.82666666666667	113.41666666666667	74.81333333333333	74.36666666666666	50.169999999999995	29.063333333333333	27.69666666666667	38.13333333333333	49.31666666666666	53.18666666666667	85.58	80.87	93.20666666666666	78.58	65.66	53.26666666666667	57.45666666666667	26.133333333333336	45.04333333333333	46.61333333333334	74.26666666666667	73.91333333333334	102.59666666666665	91.05333333333333	109.43333333333334	93.28333333333335	64.95333333333333	52.98	47.66	30.459999999999997	26.703333333333333	38.16	47.07666666666666	79.66666666666667	68.04333333333334	79.32	63.44333333333333	65.90333333333334	47.39000000000001	39.67666666666667	27.176666666666666	28.040000000000003
SlHLH2	5.946666666666666	6.493333333333333	4.723333333333334	0.9233333333333333	0.6666666666666666	0.5366666666666666	0.7633333333333333	3.2933333333333334	2.98	4.573333333333333	14.053333333333333	9.276666666666666	2.22	2.7266666666666666	3.046666666666667	2.2933333333333334	2.513333333333333	2.313333333333333	3.41	4.906666666666666	5.98	9.726666666666667	6.373333333333334	4.42	4.41	2.466666666666667	3.2133333333333334	2.5033333333333334	2.6833333333333336	3.08	4.216666666666667	3.8666666666666667	4.28	11.12	7.573333333333333	1.9933333333333332	1.3966666666666665	0.8433333333333334	0.65	0.5866666666666667	0.19999999999999998	0.6866666666666666	3.263333333333333	2.8366666666666664	2.873333333333333	7.846666666666667	6.09	3.123333333333333	3.0	3.013333333333333	3.6199999999999997	2.6933333333333334	3.6999999999999997	4.023333333333333	4.66	5.283333333333333	8.656666666666666	10.843333333333334
SlHLH7	18.64666666666667	28.3	19.3	9.566666666666666	12.753333333333332	5.886666666666667	5.576666666666667	12.873333333333335	14.806666666666667	14.81	21.566666666666666	32.38666666666666	12.223333333333334	12.446666666666667	14.043333333333335	12.736666666666666	13.219999999999999	10.19	18.353333333333335	17.243333333333336	19.286666666666665	42.300000000000004	28.776666666666667	17.866666666666664	12.530000000000001	10.813333333333333	11.806666666666667	13.32	12.24	13.170000000000002	16.163333333333334	16.17	18.09	30.153333333333336	26.153333333333336	19.603333333333335	19.19333333333333	9.69	10.996666666666668	10.153333333333334	4.153333333333333	6.47	18.616666666666667	18.286666666666665	15.286666666666667	18.283333333333335	27.55666666666667	14.46	14.343333333333334	14.043333333333335	14.316666666666668	14.840000000000002	15.326666666666666	15.706666666666669	18.89	17.46666666666667	19.766666666666666	22.786666666666665
SlHLH9	60.43666666666667	70.53333333333333	59.51666666666667	45.56333333333333	39.336666666666666	36.733333333333334	44.333333333333336	72.3	63.97	52.1	94.01333333333332	106.8	111.49333333333334	78.33333333333333	72.85	60.49666666666667	72.60000000000001	50.06999999999999	82.84666666666666	76.11	75.89999999999999	78.07333333333334	94.25	66.52	122.33666666666666	89.88333333333333	74.72666666666667	57.330000000000005	68.96333333333332	74.31666666666666	89.49000000000001	86.16000000000001	75.66666666666667	93.45	94.31333333333333	56.04	35.059999999999995	34.693333333333335	33.68	38.10666666666666	33.18333333333333	39.24666666666666	58.75	61.22666666666667	65.93666666666667	79.32000000000001	90.49666666666667	113.27	84.70666666666666	68.86	69.20333333333333	70.51666666666667	64.82666666666667	88.96333333333332	77.08999999999999	72.65666666666667	94.67	98.2
SlHSF1	8.383333333333333	13.74	7.62	2.24	1.1233333333333333	1.8033333333333335	2.1633333333333336	8.81	6.286666666666666	7.7	13.229999999999999	10.203333333333333	6.140000000000001	7.13	13.469999999999999	12.183333333333332	9.336666666666666	6.659999999999999	17.12333333333333	13.076666666666668	17.55	17.8	21.343333333333334	8.12	7.32	6.993333333333333	8.483333333333333	9.96	9.5	9.973333333333334	19.849999999999998	18.150000000000002	16.136666666666667	19.5	20.040000000000003	5.29	5.053333333333334	1.8933333333333333	2.39	1.8566666666666667	1.42	2.3033333333333332	7.483333333333333	7.41	10.103333333333333	11.713333333333333	11.486666666666666	7.226666666666667	7.383333333333333	12.206666666666669	10.956666666666665	12.959999999999999	10.656666666666666	17.463333333333335	15.89	17.186666666666667	17.583333333333332	11.583333333333334
SlHSF2	68.77333333333333	60.14000000000001	161.04333333333332	213.96666666666667	224.13333333333333	228.66333333333333	220.34	131.99333333333334	118.94333333333333	100.62666666666667	23.786666666666665	27.939999999999998	114.06666666666666	103.85666666666667	143.68666666666667	154.85666666666665	161.70666666666668	182.98666666666668	91.97666666666667	83.81666666666666	61.21333333333334	20.209999999999997	35.553333333333335	99.39666666666666	96.81	98.67	169.86333333333334	159.02666666666667	164.12333333333333	115.97333333333331	101.09333333333332	104.98333333333333	65.43666666666667	19.473333333333333	51.54666666666666	137.62	263.90000000000003	312.7366666666667	354.5	311.2	341.94666666666666	300.88	151.55666666666664	88.48	78.83999999999999	29.11	31.773333333333337	76.53333333333335	82.99666666666667	154.91	123.38	152.45333333333335	106.57666666666667	109.54333333333334	50.74	39.02333333333333	22.223333333333333	28.42
SlHSF3	101.62	63.406666666666666	143.51	189.17333333333332	218.85333333333332	262.0266666666667	228.96666666666667	105.75666666666666	113.05	91.00666666666666	40.92666666666667	49.626666666666665	122.90666666666668	76.54	114.06666666666666	101.95333333333333	141.80666666666667	118.86333333333334	84.77	58.343333333333334	39.516666666666666	26.203333333333333	47.74	124.76	93.23333333333333	95.05333333333333	106.95666666666666	106.98333333333333	118.59333333333332	93.25	80.54333333333334	52.52	53.199999999999996	33.20666666666667	55.449999999999996	139.17999999999998	135.98	188.32666666666668	178.99	179.94999999999996	246.93666666666664	178.28	89.77333333333333	95.12666666666667	74.20666666666666	58.88666666666666	57.75	84.10000000000001	81.04333333333334	103.02333333333333	102.17999999999999	108.12	75.74666666666667	78.74666666666667	51.24333333333334	43.81	42.946666666666665	45.300000000000004
SlMYB10	10.626666666666667	26.586666666666662	16.153333333333332	1.8800000000000001	0.17333333333333334	0.48666666666666664	0.31333333333333335	7.403333333333333	3.6799999999999997	7.433333333333334	21.09	48.79	8.096666666666666	12.226666666666667	15.443333333333333	11.040000000000001	8.733333333333333	4.8	14.520000000000001	13.503333333333332	20.786666666666665	19.94666666666667	11.966666666666667	14.303333333333333	14.54	10.96	12.87	10.426666666666668	8.683333333333334	8.44	16.66	7.886666666666667	9.596666666666666	16.24	41.32	13.57	29.296666666666667	3.4933333333333336	7.146666666666667	3.1033333333333335	0.6633333333333333	0.5	6.846666666666668	9.636666666666668	13.950000000000001	17.79	49.79333333333333	11.363333333333335	11.823333333333332	9.073333333333332	8.94	6.696666666666666	6.756666666666667	11.549999999999999	8.803333333333333	11.346666666666666	18.066666666666666	20.143333333333334
SlMYB14	11.6	12.14	13.626666666666667	21.709999999999997	21.836666666666662	25.043333333333333	19.89	13.683333333333332	14.413333333333334	13.156666666666666	9.406666666666666	9.63	11.876666666666667	12.276666666666666	15.193333333333333	15.066666666666668	15.906666666666666	16.933333333333334	13.153333333333334	10.496666666666668	11.596666666666666	9.183333333333332	9.876666666666667	12.656666666666666	12.700000000000001	11.956666666666665	16.616666666666667	15.983333333333334	18.146666666666665	12.193333333333333	14.783333333333333	10.69	11.016666666666666	8.803333333333333	12.736666666666666	16.383333333333336	29.47666666666667	29.71666666666667	32.13	29.066666666666666	39.836666666666666	26.296666666666667	21.83	14.126666666666667	12.38	8.389999999999999	9.266666666666667	11.933333333333332	12.049999999999999	19.86	14.476666666666667	17.209999999999997	13.200000000000001	14.030000000000001	10.053333333333333	9.793333333333335	8.603333333333333	9.86
SlMYB15	149.08	81.74333333333333	149.99666666666667	154.17	162.49333333333334	141.19	142.69	75.03333333333333	87.89333333333333	91.51666666666665	71.09666666666666	60.03333333333334	100.77999999999999	129.65333333333334	111.77999999999999	137.44666666666666	106.14	130.02	96.45666666666666	109.50666666666666	100.31	70.43333333333334	78.95	166.99	79.16666666666667	117.43	111.32333333333334	148.75	108.06	148.39	104.22666666666667	113.19666666666666	127.75666666666666	79.63666666666667	88.89	201.92	158.43666666666664	216.86666666666667	185.34	187.70000000000002	168.87	151.09666666666666	97.15666666666668	135.78	135.96	94.86333333333333	97.31666666666666	89.66333333333334	115.25666666666666	127.98666666666666	126.31	128.72	137.40666666666667	130.62666666666667	141.05333333333334	145.59	93.98	74.28
SlMYB21	56.88666666666666	31.113333333333333	72.41666666666667	99.52	125.93	111.06666666666666	116.87	62.336666666666666	77.11999999999999	59.89000000000001	32.87333333333333	24.046666666666667	45.97333333333333	42.836666666666666	42.96666666666667	51.31	54.29333333333333	72.54666666666667	35.266666666666666	42.14333333333334	44.28333333333333	25.203333333333333	47.419999999999995	73.44	35.14333333333334	38.833333333333336	44.06666666666666	50.14666666666667	43.410000000000004	50.42333333333334	37.49666666666667	34.99666666666667	43.75666666666666	22.453333333333333	23.203333333333333	74.29333333333334	72.41000000000001	96.63999999999999	88.54333333333334	90.31	118.44666666666666	100.52333333333333	52.26666666666667	60.70333333333334	57.56	33.723333333333336	26.293333333333333	36.20666666666667	32.973333333333336	39.53333333333333	42.09	43.82333333333333	42.07	43.96	37.18	36.403333333333336	21.983333333333334	19.28
SlMYB22	7.216666666666666	4.816666666666666	6.673333333333333	9.950000000000001	10.296666666666667	12.376666666666665	19.77	10.206666666666665	8.133333333333333	8.299999999999999	8.563333333333334	5.726666666666667	6.603333333333334	8.08	7.460000000000001	8.913333333333332	7.766666666666666	9.03	8.36	6.8500000000000005	7.933333333333334	6.093333333333334	7.093333333333334	7.953333333333333	8.01	10.19	8.506666666666668	11.276666666666666	8.653333333333334	11.146666666666667	9.87	11.813333333333333	8.76	8.323333333333332	6.77	10.136666666666667	9.013333333333334	14.196666666666665	11.593333333333334	13.729999999999999	16.3	16.18	8.533333333333333	10.573333333333332	11.226666666666667	9.856666666666667	8.806666666666667	9.186666666666667	10.343333333333334	10.126666666666667	10.52	10.156666666666666	9.846666666666666	10.603333333333333	10.716666666666667	10.926666666666668	9.693333333333333	7.176666666666667
