gene	C0	C12	C24	C36	C48	C60	C72	C84	C96	C120	C168	C216	CC12	CC24	CC36	CC48	CC60	CC72	CC84	CC96	CC120	CC168	CC216	CD0	CD12	CD24	CD36	CD48	CD60	CD72	CD84	CD96	CD120	CD168	CD216	D0	D12	D24	D36	D48	D60	D72	D84	D96	D120	D168	D216	DD12	DD24	DD36	DD48	DD60	DD72	DD84	DD96	DD120	DD168	DD216
SlSUT2	26.183333333333334	21.459999999999997	18.983333333333334	14.4	13.733333333333334	11.85	10.299999999999999	16.846666666666668	14.340000000000002	17.313333333333333	21.51	23.060000000000002	19.48	18.05666666666667	17.293333333333333	15.579999999999998	15.726666666666667	12.96	18.256666666666668	17.15	22.396666666666665	27.37	24.003333333333334	17.31	20.563333333333333	18.22	18.39	16.083333333333332	17.273333333333333	14.42	19.39	14.49	17.11	25.19333333333333	20.153333333333332	17.506666666666668	14.986666666666666	12.926666666666668	12.026666666666666	12.223333333333334	10.790000000000001	9.959999999999999	18.30666666666667	15.9	18.333333333333332	20.506666666666664	20.333333333333332	21.646666666666665	18.226666666666667	16.98	15.9	16.416666666666668	15.35	17.150000000000002	17.143333333333334	18.436666666666667	22.116666666666664	24.043333333333333
SlSUT4	6.616666666666667	11.913333333333334	4.883333333333334	6.05	3.1966666666666668	4.3966666666666665	2.736666666666667	7.896666666666667	6.123333333333334	6.0566666666666675	9.723333333333334	13.469999999999999	7.25	6.256666666666667	9.76	7.3	9.520000000000001	6.716666666666666	13.08	10.62	10.193333333333333	14.300000000000002	14.563333333333333	6.890000000000001	8.926666666666668	6.45	9.153333333333334	6.903333333333333	9.496666666666668	7.613333333333333	12.943333333333333	10.663333333333334	10.056666666666667	15.523333333333333	17.963333333333335	7.596666666666667	9.813333333333334	4.1466666666666665	6.683333333333334	3.5966666666666662	4.136666666666667	3.4966666666666666	10.683333333333332	6.476666666666667	8.026666666666666	11.063333333333333	16.286666666666665	9.62	8.556666666666667	11.160000000000002	9.406666666666666	12.403333333333334	9.06	12.61	11.483333333333334	11.756666666666666	11.113333333333335	20.599999999999998
SlSWEET1	125.15333333333335	71.91333333333334	191.77999999999997	209.21666666666667	162.35333333333332	141.24333333333334	131.0666666666667	38.79333333333333	32.25666666666667	28.55666666666666	8.696666666666667	10.686666666666667	24.23	34.53666666666667	51.089999999999996	61.30666666666667	54.69333333333333	105.13	30.51	51.76333333333334	26.23	1.7966666666666669	33.10333333333333	178.18666666666664	26.226666666666663	34.97666666666667	49.39000000000001	74.15333333333332	49.64000000000001	53.18333333333334	35.583333333333336	38.22666666666667	26.723333333333333	4.463333333333334	19.38	201.87333333333333	183.72333333333333	218.48333333333335	131.88	133.13333333333333	114.77	68.70666666666666	20.900000000000002	29.5	11.073333333333332	26.540000000000003	20.189999999999998	22.310000000000002	31.060000000000002	62.160000000000004	42.413333333333334	59.553333333333335	40.76	46.22	28.37	14.616666666666667	8.246666666666668	5.739999999999999
SlSWEET2	8.18	6.896666666666666	16.883333333333333	25.48	22.02	20.616666666666667	14.433333333333335	2.146666666666667	2.7533333333333334	1.3833333333333335	2.17	1.2333333333333334	2.856666666666667	4.3500000000000005	5.033333333333334	7.176666666666667	5.489999999999999	12.116666666666667	4.316666666666666	4.33	1.0266666666666666	2.106666666666667	4.946666666666666	22.30666666666667	3.19	4.776666666666666	4.443333333333333	9.113333333333333	4.510000000000001	8.606666666666667	5.576666666666667	4.18	3.776666666666667	1.3233333333333333	2.4033333333333338	30.3	24.96666666666667	33.24666666666666	17.616666666666667	20.613333333333333	21.043333333333333	7.6000000000000005	2.873333333333333	4.933333333333334	2.0633333333333335	3.7533333333333334	2.8299999999999996	3.856666666666667	5.98	8.636666666666668	7.736666666666667	10.473333333333334	7.423333333333333	7.21	3.9599999999999995	2.433333333333333	3.15	0.77
SlSWEET3	14.660000000000002	16.62333333333333	8.043333333333335	13.443333333333333	8.633333333333335	11.07	10.366666666666667	33.35666666666667	22.463333333333335	19.476666666666667	20.566666666666666	12.549999999999999	15.803333333333333	14.476666666666667	14.516666666666666	11.483333333333334	14.736666666666666	15.68	21.866666666666664	29.3	30.076666666666668	62.586666666666666	13.65	7.886666666666667	18.05333333333333	11.103333333333333	15.183333333333332	11.4	12.346666666666666	13.803333333333333	23.016666666666666	29.66333333333333	20.983333333333334	40.59	13.436666666666667	5.243333333333333	10.466666666666667	3.33	11.62	6.886666666666667	6.3066666666666675	6.993333333333333	20.463333333333335	21.086666666666666	21.679999999999996	18.096666666666668	19.849999999999998	15.403333333333334	12.36	15.68	13.13	15.409999999999998	17.330000000000002	22.063333333333333	30.203333333333333	28.71666666666667	27.419999999999998	15.59666666666667
SlSWEET4	1.3566666666666667	0.7933333333333333	10.093333333333334	10.503333333333332	46.48	23.14	16.99	3.203333333333333	1.6966666666666665	0.9033333333333333	0.37666666666666665	0.48666666666666664	4.48	1.8366666666666667	1.07	1.09	1.97	1.8766666666666667	0.46	0.4066666666666667	0.7433333333333333	0.5399999999999999	0.49333333333333335	0.79	2.2533333333333334	2.1833333333333336	1.4000000000000001	1.3	0.7233333333333333	0.9966666666666666	0.96	0.29333333333333333	0.5266666666666667	0.38000000000000006	0.6666666666666666	1.3	4.03	15.006666666666666	4.616666666666666	8.846666666666666	11.896666666666667	11.770000000000001	1.5	1.7766666666666666	1.1333333333333335	0.11666666666666665	0.26999999999999996	2.5766666666666667	1.58	0.7933333333333333	1.1199999999999999	0.5833333333333334	0.77	0.96	0.5266666666666667	0.6866666666666666	0.38999999999999996	0.4533333333333333
SlSWEET5	13.42	24.74	47.80666666666667	110.50666666666666	45.669999999999995	67.18333333333334	37.32666666666667	22.136666666666667	11.049999999999999	4.42	4.926666666666667	5.39	6.539999999999999	6.796666666666667	28.44333333333333	15.406666666666666	14.29	14.49	13.229999999999999	11.816666666666668	5.846666666666667	2.78	2.8533333333333335	63.53	8.94	7.716666666666666	28.67	16.166666666666668	28.3	16.150000000000002	16.19666666666667	10.979999999999999	4.753333333333333	1.5033333333333332	4.096666666666667	88.81333333333333	94.37333333333333	82.59666666666668	84.10000000000001	58.75666666666667	74.23666666666666	20.503333333333334	17.766666666666666	14.226666666666667	3.73	11.153333333333334	12.536666666666667	18.003333333333334	13.216666666666667	44.343333333333334	24.576666666666668	39.14666666666667	18.11	29.086666666666662	11.33	5.373333333333334	5.046666666666667	7.95
SlSWEET6	17.74	12.306666666666667	34.986666666666665	77.16666666666667	64.94666666666667	79.20666666666666	75.34666666666668	11.26	7.483333333333334	2.0433333333333334	2.23	1.0466666666666666	13.126666666666667	27.5	37.12	40.56666666666667	42.36333333333334	77.34666666666668	27.5	47.129999999999995	23.243333333333336	5.376666666666666	3.2366666666666664	39.28666666666667	21.986666666666668	31.333333333333332	42.693333333333335	50.660000000000004	39.06333333333333	39.123333333333335	39.18666666666667	52.876666666666665	25.623333333333335	7.330000000000001	5.513333333333333	56.86666666666667	55.52	85.76666666666667	70.77666666666667	67.47666666666666	80.11333333333333	51.830000000000005	9.046666666666667	7.193333333333334	2.11	4.766666666666667	3.4566666666666666	30.13	48.53666666666667	59.06666666666666	47.303333333333335	58.23	40.873333333333335	63.89666666666667	49.903333333333336	32.723333333333336	7.066666666666667	3.8233333333333337
SlSWEET7	3.89	9.386666666666667	3.4166666666666665	0.25	0.09999999999999999	0.03333333333333333	0.016666666666666666	0.8766666666666666	1.9833333333333334	2.106666666666667	4.24	9.496666666666668	0.06666666666666667	0.52	0.39666666666666667	0.45	0.27999999999999997	0.32	1.4000000000000001	2.56	4.0633333333333335	5.8933333333333335	1.5733333333333333	1.9666666666666668	0.48666666666666664	0.68	0.52	0.7266666666666667	0.25333333333333335	1.0966666666666667	1.3533333333333335	2.42	2.91	5.260000000000001	6.036666666666666	1.05	2.1233333333333335	0.39666666666666667	0.8433333333333334	0.5666666666666668	0.09999999999999999	0.41	2.83	4.296666666666667	3.47	5.79	5.7	0.6	0.9899999999999999	0.64	1.6833333333333336	1.2166666666666666	1.5999999999999999	2.19	4.213333333333334	5.84	6.103333333333334	1.9966666666666668
SlSWEET8	3.0033333333333334	4.693333333333333	2.0733333333333333	3.033333333333333	1.89	3.2133333333333334	2.6833333333333336	4.6433333333333335	4.056666666666667	4.476666666666667	3.0766666666666667	4.62	3.483333333333333	1.6666666666666667	3.8166666666666664	2.1566666666666667	3.4299999999999997	3.1833333333333336	3.9166666666666665	4.8999999999999995	6.336666666666666	5.22	4.213333333333334	3.27	6.153333333333333	2.7633333333333336	3.8699999999999997	2.6133333333333333	3.2733333333333334	3.6166666666666667	5.566666666666666	2.986666666666667	4.2700000000000005	4.95	8.516666666666666	4.463333333333334	9.69	3.106666666666667	6.576666666666667	3.19	4.1433333333333335	3.766666666666666	9.52	7.116666666666667	7.41	4.613333333333333	12.403333333333334	9.093333333333334	4.17	4.96	4.489999999999999	5.136666666666667	4.206666666666667	8.99	9.090000000000002	10.983333333333334	5.586666666666666	16.31
Sucrose	8.640831610000001	18.710153700000003	4.536846489999999	7.22324433	4.951932506666666	5.9454078133333335	7.850031229999999	28.066735066666666	22.3818641	17.693090466666664	32.50495323333333	46.58439126666667	13.706482833333332	16.150652266666665	24.64799206666667	18.696873433333334	13.656799566666665	17.360624166666668	23.3979638	20.293416433333334	23.102769600000002	47.02108843333334	56.190006100000005	10.35560814	13.3083778	13.3457192	19.404451599999998	17.8802789	21.143623566666665	15.792423666666666	21.962465966666667	21.433623299999997	20.7359819	34.62998603333333	53.34839183333333	13.75310097	10.276882386666665	8.947270146666666	10.438996379999999	9.085257936666666	6.142437740000001	8.295778326666666	25.864288900000002	19.856486933333333	31.78354106666667	44.24333529999999	52.309758966666664	16.2895504	18.048805233333333	20.065095566666667	20.029327833333333	16.7878992	15.4532752	20.865194866666666	20.978504333333333	26.40137706666667	49.3929981	68.3494454
