"","gene","cluster"
"2070","Solyc06g083500.4",6
"2071","Solyc06g084170.3",6
"2072","Solyc06g150138.1",6
"2073","Solyc07g005110.4",6
"2074","Solyc07g005210.3",6
"2075","Solyc07g005930.4",6
"2076","Solyc07g041720.1",6
"2077","Solyc07g042190.3",6
"2078","Solyc07g048060.3",6
"2079","Solyc07g049560.3",6
"2080","Solyc07g052620.1",6
"2081","Solyc07g053420.4",6
"2082","Solyc07g054760.1",6
"2083","Solyc07g055650.2",6
"2084","Solyc07g062480.2",6
"2085","Solyc07g062780.3",6
"2086","Solyc07g062970.3",6
"2087","Solyc07g063410.3",6
"2088","Solyc07g063830.3",6
"2089","Solyc07g064320.3",6
"2090","Solyc07g065270.1",6
"2091","Solyc07g065840.2",6
"2092","Solyc07g065860.3",6
"2093","Solyc07g150104.1",6
"2094","Solyc08g005090.2",6
"2095","Solyc08g005580.3",6
"2096","Solyc08g006220.4",6
"2097","Solyc08g007240.4",6
"2098","Solyc08g014010.4",6
"2099","Solyc08g029360.4",6
"2100","Solyc08g042030.3",6
"2101","Solyc08g062340.3",6
"2102","Solyc08g062437.1",6
"2103","Solyc08g062690.2",6
"2104","Solyc08g062960.4",6
"2105","Solyc08g063090.2",6
"2106","Solyc08g067610.3",6
"2107","Solyc08g068610.3",6
"2108","Solyc08g068680.4",6
"2109","Solyc08g068710.1",6
"2110","Solyc08g068770.3",6
"2111","Solyc08g068790.3",6
"2112","Solyc08g075430.3",6
"2113","Solyc08g076010.4",6
"2114","Solyc08g077060.3",6
"2115","Solyc08g078700.2",6
"2116","Solyc08g078850.3",6
"2117","Solyc08g079170.3",6
"2118","Solyc08g080390.3",6
"2119","Solyc08g080540.3",6
"2120","Solyc08g082480.3",6
"2121","Solyc08g082610.4",6
"2122","Solyc08g150101.1",6
"2123","Solyc09g005120.3",6
"2124","Solyc09g007270.3",6
"2125","Solyc09g008970.1",6
"2126","Solyc09g009100.4",6
"2127","Solyc09g009520.3",6
"2128","Solyc09g011030.3",6
"2129","Solyc09g011160.4",6
"2130","Solyc09g015000.4",6
"2131","Solyc09g061310.3",6
"2132","Solyc09g064440.4",6
"2133","Solyc09g065660.4",6
"2134","Solyc09g074280.1",6
"2135","Solyc09g075950.1",6
"2136","Solyc09g090760.4",6
"2137","Solyc09g092690.3",6
"2138","Solyc09g097960.3",6
"2139","Solyc10g005560.3",6
"2140","Solyc10g006120.2",6
"2141","Solyc10g006200.4",6
"2142","Solyc10g007030.2",6
"2143","Solyc10g007260.3",6
"2144","Solyc10g008130.3",6
"2145","Solyc10g008470.3",6
"2146","Solyc10g012430.3",6
"2147","Solyc10g075150.2",6
"2148","Solyc10g076760.3",6
"2149","Solyc10g078320.2",6
"2150","Solyc10g078930.2",6
"2151","Solyc10g079700.2",6
"2152","Solyc10g079960.1",6
"2153","Solyc10g080970.2",6
"2154","Solyc10g084000.3",6
"2155","Solyc10g084170.1",6
"2156","Solyc10g086410.3",6
"2157","Solyc10g086460.2",6
"2158","Solyc11g005635.1",6
"2159","Solyc11g005650.1",6
"2160","Solyc11g005660.2",6
"2161","Solyc11g006200.2",6
"2162","Solyc11g006900.1",6
"2163","Solyc11g007030.3",6
"2164","Solyc11g010340.2",6
"2165","Solyc11g013330.3",6
"2166","Solyc11g020040.2",6
"2167","Solyc11g064960.2",6
"2168","Solyc11g066020.2",6
"2169","Solyc11g066100.2",6
"2170","Solyc11g066830.2",6
"2171","Solyc11g067000.3",6
"2172","Solyc11g069790.2",6
"2173","Solyc11g070060.2",6
"2174","Solyc11g071830.2",6
"2175","Solyc12g007045.1",6
"2176","Solyc12g007160.2",6
"2177","Solyc12g008335.1",6
"2178","Solyc12g008420.3",6
"2179","Solyc12g008960.2",6
"2180","Solyc12g010540.1",6
"2181","Solyc12g013560.2",6
"2182","Solyc12g013690.2",6
"2183","Solyc12g040700.1",6
"2184","Solyc12g042480.3",6
"2185","Solyc12g042950.2",6
"2186","Solyc12g056590.2",6
"2187","Solyc12g056674.1",6
"2188","Solyc12g088050.2",6
"2189","Solyc12g089140.2",6
"2190","Solyc12g089250.1",6
"2191","Solyc12g096430.1",6
"2192","Solyc12g096810.2",6
"2193","Solyc12g098810.2",6
"2194","Solyc12g098900.2",6
"2195","Solyc12g099280.2",6
"2196","Solyc12g100180.2",6
"2197","novel.1489",7
"2198","novel.1919",7
"2199","novel.237",7
"2200","novel.2530",7
"2201","novel.3101",7
"2202","novel.3605",7
"2203","novel.4131",7
"2204","novel.4202",7
"2205","novel.5056",7
"2206","novel.6300",7
"2207","novel.643",7
"2208","novel.972",7
"2209","Solyc01g005520.4",7
"2210","Solyc01g006720.4",7
"2211","Solyc01g006780.4",7
"2212","Solyc01g006790.3",7
"2213","Solyc01g007100.3",7
"2214","Solyc01g008780.3",7
"2215","Solyc01g009080.4",7
"2216","Solyc01g009245.1",7
"2217","Solyc01g010180.3",7
"2218","Solyc01g010600.4",7
"2219","Solyc01g021600.4",7
"2220","Solyc01g058160.3",7
"2221","Solyc01g059870.4",7
"2222","Solyc01g067660.3",7
"2223","Solyc01g080460.3",7
"2224","Solyc01g080900.4",7
"2225","Solyc01g081160.4",7
"2226","Solyc01g081170.3",7
"2227","Solyc01g086800.4",7
"2228","Solyc01g090810.4",7
"2229","Solyc01g094210.2",7
"2230","Solyc01g095690.2",7
"2231","Solyc01g096405.1",7
"2232","Solyc01g096410.4",7
"2233","Solyc01g097240.3",7
"2234","Solyc01g097770.4",7
"2235","Solyc01g098640.3",7
"2236","Solyc01g099410.3",7
"2237","Solyc01g099590.4",7
"2238","Solyc01g099630.4",7
"2239","Solyc01g102720.3",7
"2240","Solyc01g102860.2",7
"2241","Solyc01g103920.3",7
"2242","Solyc01g105030.3",7
"2243","Solyc01g105050.3",7
"2244","Solyc01g105360.3",7
"2245","Solyc01g106460.4",7
"2246","Solyc01g106790.3",7
"2247","Solyc01g108080.4",7
"2248","Solyc01g109090.2",7
"2249","Solyc01g109790.3",7
"2250","Solyc01g110320.4",7
"2251","Solyc01g110360.3",7
"2252","Solyc01g110555.1",7
"2253","Solyc01g110590.4",7
"2254","Solyc01g110600.2",7
"2255","Solyc01g110630.4",7
"2256","Solyc01g110660.4",7
"2257","Solyc01g110670.3",7
"2258","Solyc01g110680.4",7
"2259","Solyc01g110710.3",7
"2260","Solyc01g110770.2",7
"2261","Solyc01g110780.1",7
"2262","Solyc01g110790.3",7
"2263","Solyc01g110900.1",7
"2264","Solyc01g110903.1",7
"2265","Solyc01g110980.4",7
"2266","Solyc01g111000.4",7
"2267","Solyc01g111010.4",7
"2268","Solyc01g111630.3",7
"2269","Solyc01g111960.3",7
"2270","Solyc01g150101.1",7
"2271","Solyc02g020940.3",7
"2272","Solyc02g036370.3",7
"2273","Solyc02g055440.4",7
"2274","Solyc02g062340.3",7
"2275","Solyc02g063150.3",7
"2276","Solyc02g063230.1",7
"2277","Solyc02g063380.1",7
"2278","Solyc02g063520.3",7
"2279","Solyc02g065060.3",7
"2280","Solyc02g065280.3",7
"2281","Solyc02g065600.3",7
"2282","Solyc02g066960.3",7
"2283","Solyc02g066970.1",7
"2284","Solyc02g067350.3",7
"2285","Solyc02g067380.4",7
"2286","Solyc02g067800.4",7
"2287","Solyc02g067810.1",7
"2288","Solyc02g068040.3",7
"2289","Solyc02g069460.3",7
"2290","Solyc02g069620.4",7
"2291","Solyc02g069960.4",7
"2292","Solyc02g071130.4",7
"2293","Solyc02g071620.3",7
"2294","Solyc02g077000.3",7
"2295","Solyc02g078150.4",7
"2296","Solyc02g079160.2",7
"2297","Solyc02g079930.3",7
"2298","Solyc02g080540.1",7
"2299","Solyc02g082910.4",7
"2300","Solyc02g083720.4",7
"2301","Solyc02g084005.1",7
"2302","Solyc02g084840.3",7
"2303","Solyc02g085760.2",7
"2304","Solyc02g085933.1",7
"2305","Solyc02g085940.4",7
"2306","Solyc02g085950.4",7
"2307","Solyc02g087790.2",7
"2308","Solyc02g087840.3",7
"2309","Solyc02g088190.4",7
"2310","Solyc02g089080.2",7
"2311","Solyc02g090030.2",7
"2312","Solyc02g093420.4",7
"2313","Solyc03g005140.2",7
"2314","Solyc03g005910.3",7
"2315","Solyc03g006030.4",7
"2316","Solyc03g006540.3",7
"2317","Solyc03g006600.1",7
"2318","Solyc03g006910.3",7
"2319","Solyc03g007090.1",7
"2320","Solyc03g007200.2",7
"2321","Solyc03g007370.3",7
"2322","Solyc03g013240.4",7
"2323","Solyc03g013340.3",7
"2324","Solyc03g025380.3",7
"2325","Solyc03g025430.1",7
"2326","Solyc03g033590.1",7
"2327","Solyc03g034170.4",7
"2328","Solyc03g043640.3",7
"2329","Solyc03g045070.1",7
"2330","Solyc03g045100.1",7
"2331","Solyc03g062720.3",7
"2332","Solyc03g080060.1",7
"2333","Solyc03g080100.4",7
"2334","Solyc03g081230.1",7
"2335","Solyc03g083060.3",7
"2336","Solyc03g083070.3",7
"2337","Solyc03g083910.5",7
"2338","Solyc03g096190.2",7
"2339","Solyc03g096730.3",7
"2340","Solyc03g096900.4",7
"2341","Solyc03g097870.4",7
"2342","Solyc03g111610.3",7
"2343","Solyc03g112010.4",7
"2344","Solyc03g112330.3",7
"2345","Solyc03g113270.3",7
"2346","Solyc03g113280.3",7
"2347","Solyc03g113480.1",7
"2348","Solyc03g114440.1",7
"2349","Solyc03g114450.3",7
"2350","Solyc03g115000.3",7
"2351","Solyc03g115040.4",7
"2352","Solyc03g115640.3",7
"2353","Solyc03g116870.3",7
"2354","Solyc03g117340.1",7
"2355","Solyc03g118190.4",7
"2356","Solyc03g119110.4",7
"2357","Solyc03g119540.3",7
"2358","Solyc03g119910.4",7
"2359","Solyc03g120320.1",7
"2360","Solyc04g005200.4",7
"2361","Solyc04g005250.4",7
"2362","Solyc04g007210.3",7
"2363","Solyc04g007540.3",7
"2364","Solyc04g007750.4",7
"2365","Solyc04g008110.3",7
"2366","Solyc04g008230.3",7
"2367","Solyc04g008950.4",7
"2368","Solyc04g009020.4",7
"2369","Solyc04g009030.3",7
"2370","Solyc04g014220.1",7
"2371","Solyc04g014350.1",7
"2372","Solyc04g015520.3",7
"2373","Solyc04g015750.3",7
"2374","Solyc04g015820.1",7
"2375","Solyc04g016000.3",7
"2376","Solyc04g016480.3",7
"2377","Solyc04g040160.4",7
"2378","Solyc04g051470.1",7
"2379","Solyc04g052960.1",7
"2380","Solyc04g052980.1",7
"2381","Solyc04g052990.1",7
"2382","Solyc04g053000.1",7
"2383","Solyc04g053020.2",7
"2384","Solyc04g053030.1",7
"2385","Solyc04g053130.4",7
"2386","Solyc04g054190.3",7
"2387","Solyc04g054280.2",7
"2388","Solyc04g054370.1",7
"2389","Solyc04g056580.3",7
"2390","Solyc04g057980.3",7
"2391","Solyc04g063240.3",7
"2392","Solyc04g063245.1",7
"2393","Solyc04g064620.4",7
"2394","Solyc04g071340.5",7
"2395","Solyc04g072000.4",7
"2396","Solyc04g072037.1",7
"2397","Solyc04g072740.3",7
"2398","Solyc04g072890.4",7
"2399","Solyc04g074080.3",7
"2400","Solyc04g074390.3",7
"2401","Solyc04g076340.3",7
"2402","Solyc04g077180.3",7
"2403","Solyc04g077230.1",7
"2404","Solyc04g077650.3",7
"2405","Solyc04g079110.1",7
"2406","Solyc04g079680.4",7
"2407","Solyc04g080710.4",7
"2408","Solyc04g082050.3",7
"2409","Solyc04g082120.3",7
"2410","Solyc04g082270.3",7
"2411","Solyc04g082630.3",7
"2412","Solyc05g005180.3",7
"2413","Solyc05g005290.4",7
"2414","Solyc05g005480.2",7
"2415","Solyc05g006030.3",7
"2416","Solyc05g006430.3",7
"2417","Solyc05g006650.3",7
"2418","Solyc05g006740.4",7
"2419","Solyc05g006920.4",7
"2420","Solyc05g007480.1",7
"2421","Solyc05g007780.3",7
"2422","Solyc05g009080.4",7
"2423","Solyc05g009310.3",7
"2424","Solyc05g009500.3",7
"2425","Solyc05g009720.3",7
"2426","Solyc05g010630.4",7
"2427","Solyc05g012210.4",7
"2428","Solyc05g013150.4",7
"2429","Solyc05g013510.4",7
"2430","Solyc05g015640.3",7
"2431","Solyc05g041430.3",7
"2432","Solyc05g043330.3",7
"2433","Solyc05g047600.4",7
"2434","Solyc05g050240.3",7
"2435","Solyc05g050770.4",7
"2436","Solyc05g050870.4",7
"2437","Solyc05g051380.4",7
"2438","Solyc05g051545.1",7
"2439","Solyc05g054820.1",7
"2440","Solyc05g054850.1",7
"2441","Solyc05g055343.2",7
"2442","Solyc05g056430.3",7
"2443","Solyc06g005710.3",7
"2444","Solyc06g005850.3",7
"2445","Solyc06g006090.1",7
"2446","Solyc06g007160.4",7
"2447","Solyc06g049050.3",7
"2448","Solyc06g050980.3",7
"2449","Solyc06g051250.1",7
"2450","Solyc06g053260.1",7
"2451","Solyc06g054070.3",7
"2452","Solyc06g054270.3",7
"2453","Solyc06g060310.3",7
"2454","Solyc06g060340.3",7
"2455","Solyc06g060620.4",7
"2456","Solyc06g062600.3",7
"2457","Solyc06g065490.3",7
"2458","Solyc06g065990.1",7
"2459","Solyc06g066640.3",7
"2460","Solyc06g068130.3",7
"2461","Solyc06g068230.4",7
"2462","Solyc06g068830.2",7
"2463","Solyc06g070900.3",7
"2464","Solyc06g071030.3",7
"2465","Solyc06g072660.4",7
"2466","Solyc06g073260.3",7
"2467","Solyc06g074890.1",7
"2468","Solyc06g075420.1",7
"2469","Solyc06g075500.4",7
"2470","Solyc06g076790.1",7
"2471","Solyc06g082940.3",7
"2472","Solyc06g082950.4",7
"2473","Solyc06g082970.3",7
"2474","Solyc06g083220.3",7
"2475","Solyc06g083270.3",7
"2476","Solyc06g084050.4",7
"2477","Solyc06g084320.1",7
"2478","Solyc06g150136.1",7
"2479","Solyc07g006310.1",7
"2480","Solyc07g006560.3",7
"2481","Solyc07g006570.4",7
"2482","Solyc07g007270.3",7
"2483","Solyc07g007280.4",7
"2484","Solyc07g007755.1",7
"2485","Solyc07g007860.1",7
"2486","Solyc07g008100.4",7
"2487","Solyc07g017220.3",7
"2488","Solyc07g039190.4",7
"2489","Solyc07g042390.3",7
"2490","Solyc07g042630.4",7
"2491","Solyc07g045180.4",7
"2492","Solyc07g049530.3",7
"2493","Solyc07g051820.3",7
"2494","Solyc07g052610.3",7
"2495","Solyc07g055560.4",7
"2496","Solyc07g055990.3",7
"2497","Solyc07g056360.1",7
"2498","Solyc07g064720.3",7
"2499","Solyc07g066190.3",7
"2500","Solyc08g005655.1",7
"2501","Solyc08g005960.2",7
"2502","Solyc08g006350.3",7
"2503","Solyc08g007570.4",7
"2504","Solyc08g007770.4",7
"2505","Solyc08g008080.1",7
"2506","Solyc08g008495.1",7
"2507","Solyc08g008610.3",7
"2508","Solyc08g008630.4",7
"2509","Solyc08g013670.3",7
"2510","Solyc08g013850.1",7
"2511","Solyc08g016080.3",7
"2512","Solyc08g061930.4",7
"2513","Solyc08g065420.3",7
"2514","Solyc08g066800.4",7
"2515","Solyc08g066960.3",7
"2516","Solyc08g067330.1",7
"2517","Solyc08g068075.1",7
"2518","Solyc08g068090.3",7
"2519","Solyc08g074270.4",7
"2520","Solyc08g075280.4",7
"2521","Solyc08g076220.3",7
"2522","Solyc08g076290.3",7
"2523","Solyc08g077480.4",7
"2524","Solyc08g078020.1",7
"2525","Solyc08g078520.4",7
"2526","Solyc08g078880.3",7
"2527","Solyc08g079510.3",7
"2528","Solyc08g080050.4",7
"2529","Solyc08g080320.3",7
"2530","Solyc08g081370.1",7
"2531","Solyc08g082370.1",7
"2532","Solyc08g082900.4",7
"2533","Solyc09g005730.4",7
"2534","Solyc09g007480.3",7
"2535","Solyc09g010860.4",7
"2536","Solyc09g011810.3",7
"2537","Solyc09g014520.3",7
"2538","Solyc09g018890.3",7
"2539","Solyc09g072753.1",7
"2540","Solyc09g082630.3",7
"2541","Solyc09g083260.4",7
"2542","Solyc09g092260.4",7
"2543","Solyc09g092670.3",7
"2544","Solyc09g097910.4",7
"2545","Solyc10g005340.3",7
"2546","Solyc10g006230.3",7
"2547","Solyc10g006330.3",7
"2548","Solyc10g006530.4",7
"2549","Solyc10g006900.3",7
"2550","Solyc10g007570.4",7
"2551","Solyc10g007670.4",7
"2552","Solyc10g007690.3",7
"2553","Solyc10g007930.4",7
"2554","Solyc10g008020.3",7
"2555","Solyc10g008120.4",7
"2556","Solyc10g008440.3",7
"2557","Solyc10g008520.3",7
"2558","Solyc10g008760.3",7
"2559","Solyc10g009580.4",7
"2560","Solyc10g011950.3",7
"2561","Solyc10g017570.3",7
"2562","Solyc10g024360.2",7
"2563","Solyc10g044510.2",7
"2564","Solyc10g044520.3",7
"2565","Solyc10g044680.2",7
"2566","Solyc10g044880.1",7
"2567","Solyc10g050510.1",7
"2568","Solyc10g054720.1",7
"2569","Solyc10g055390.2",7
"2570","Solyc10g075160.1",7
"2571","Solyc10g077040.2",7
"2572","Solyc10g078250.1",7
"2573","Solyc10g079150.3",7
"2574","Solyc10g079600.2",7
"2575","Solyc10g080840.1",7
"2576","Solyc10g081910.2",7
"2577","Solyc10g083460.1",7
"2578","Solyc10g083940.1",7
"2579","Solyc10g085110.3",7
"2580","Solyc10g086580.2",7
"2581","Solyc10g150149.1",7
"2582","Solyc11g005320.1",7
"2583","Solyc11g005820.1",7
"2584","Solyc11g006590.2",7
"2585","Solyc11g007250.2",7
"2586","Solyc11g007730.2",7
"2587","Solyc11g008250.2",7
"2588","Solyc11g009020.2",7
"2589","Solyc11g011630.3",7
"2590","Solyc11g011640.1",7
"2591","Solyc11g011650.1",7
"2592","Solyc11g011660.1",7
"2593","Solyc11g011690.1",7
"2594","Solyc11g011710.1",7
"2595","Solyc11g011720.1",7
"2596","Solyc11g011730.1",7
"2597","Solyc11g012360.2",7
"2598","Solyc11g012520.1",7
"2599","Solyc11g012850.2",7
"2600","Solyc11g013890.1",7
"2601","Solyc11g021365.2",7
"2602","Solyc11g066250.2",7
"2603","Solyc11g066860.2",7
"2604","Solyc11g071240.2",7
"2605","Solyc11g072310.2",7
"2606","Solyc11g073250.2",7
"2607","Solyc12g005720.1",7
"2608","Solyc12g006000.1",7
"2609","Solyc12g006520.2",7
"2610","Solyc12g006805.1",7
"2611","Solyc12g006997.1",7
"2612","Solyc12g007010.2",7
"2613","Solyc12g007070.2",7
"2614","Solyc12g008610.3",7
"2615","Solyc12g008980.3",7
"2616","Solyc12g009070.1",7
"2617","Solyc12g009200.2",7
"2618","Solyc12g009290.1",7
"2619","Solyc12g009600.2",7
"2620","Solyc12g010670.1",7
"2621","Solyc12g010910.2",7
"2622","Solyc12g011280.2",7
"2623","Solyc12g011410.1",7
"2624","Solyc12g013510.1",7
"2625","Solyc12g013840.3",7
"2626","Solyc12g019180.2",7
"2627","Solyc12g019550.2",7
"2628","Solyc12g019740.2",7
"2629","Solyc12g036170.2",7
"2630","Solyc12g042470.2",7
"2631","Solyc12g045035.1",7
"2632","Solyc12g049030.1",7
"2633","Solyc12g049280.3",7
"2634","Solyc12g049350.2",7
"2635","Solyc12g049380.3",7
"2636","Solyc12g056510.3",7
"2637","Solyc12g056540.1",7
"2638","Solyc12g056830.1",7
"2639","Solyc12g057040.2",7
"2640","Solyc12g070157.1",7
"2641","Solyc12g088250.2",7
"2642","Solyc12g096310.2",7
"2643","Solyc12g099650.2",7
"2644","Solyc12g099930.2",7
"2645","Solyc12g150101.1",7
"2646","novel.1253",8
"2647","novel.1680",8
"2648","novel.1999",8
"2649","novel.2402",8
"2650","novel.2499",8
"2651","novel.3375",8
"2652","novel.3536",8
"2653","novel.3551",8
"2654","novel.3552",8
"2655","novel.4134",8
"2656","novel.5148",8
"2657","novel.5355",8
"2658","novel.6704",8
"2659","Solyc01g005150.3",8
"2660","Solyc01g006240.3",8
"2661","Solyc01g006400.4",8
"2662","Solyc01g009200.4",8
"2663","Solyc01g009220.3",8
"2664","Solyc01g014373.1",8
"2665","Solyc01g060450.3",8
"2666","Solyc01g066860.3",8
"2667","Solyc01g067620.3",8
"2668","Solyc01g068140.4",8
"2669","Solyc01g068380.3",8
"2670","Solyc01g079460.2",8
"2671","Solyc01g079950.3",8
"2672","Solyc01g080290.3",8
"2673","Solyc01g080490.2",8
"2674","Solyc01g080830.3",8
"2675","Solyc01g081620.3",8
"2676","Solyc01g086720.3",8
"2677","Solyc01g087080.4",8
"2678","Solyc01g087140.4",8
"2679","Solyc01g090120.3",8
"2680","Solyc01g090180.4",8
"2681","Solyc01g091050.4",8
"2682","Solyc01g091420.2",8
"2683","Solyc01g091930.3",8
"2684","Solyc01g096960.3",8
"2685","Solyc01g098620.2",8
"2686","Solyc01g098930.3",8
"2687","Solyc01g099960.4",8
"2688","Solyc01g100120.4",8
"2689","Solyc01g100490.4",8
"2690","Solyc01g101130.3",8
"2691","Solyc01g102390.4",8
"2692","Solyc01g102400.3",8
"2693","Solyc01g102520.4",8
"2694","Solyc01g103060.4",8
"2695","Solyc01g103700.3",8
"2696","Solyc01g104260.3",8
"2697","Solyc01g104910.3",8
"2698","Solyc01g105380.1",8
"2699","Solyc01g105600.3",8
"2700","Solyc01g105767.1",8
"2701","Solyc01g105770.2",8
"2702","Solyc01g106600.2",8
"2703","Solyc01g106650.3",8
"2704","Solyc01g107730.3",8
"2705","Solyc01g109330.3",8
"2706","Solyc01g109810.2",8
"2707","Solyc01g110370.4",8
"2708","Solyc02g021260.3",8
"2709","Solyc02g032800.1",8
"2710","Solyc02g032940.4",8
"2711","Solyc02g036260.4",8
"2712","Solyc02g036430.2",8
"2713","Solyc02g063000.4",8
"2714","Solyc02g063350.1",8
"2715","Solyc02g064680.4",8
"2716","Solyc02g064720.3",8
"2717","Solyc02g065430.1",8
"2718","Solyc02g065800.3",8
"2719","Solyc02g067850.2",8
"2720","Solyc02g070420.2",8
"2721","Solyc02g070820.1",8
"2722","Solyc02g070950.1",8
"2723","Solyc02g071310.3",8
"2724","Solyc02g077080.3",8
"2725","Solyc02g077640.1",8
"2726","Solyc02g078100.3",8
"2727","Solyc02g078650.4",8
"2728","Solyc02g078910.3",8
"2729","Solyc02g079940.3",8
"2730","Solyc02g080100.1",8
"2731","Solyc02g080610.4",8
"2732","Solyc02g081300.3",8
"2733","Solyc02g082930.3",8
"2734","Solyc02g083620.3",8
"2735","Solyc02g083630.3",8
"2736","Solyc02g084590.4",8
"2737","Solyc02g084790.3",8
"2738","Solyc02g084880.3",8
"2739","Solyc02g085120.3",8
"2740","Solyc02g085500.4",8
"2741","Solyc02g086450.1",8
"2742","Solyc02g087120.4",8
"2743","Solyc02g088630.4",8
"2744","Solyc02g091230.4",8
"2745","Solyc02g091500.1",8
"2746","Solyc02g091560.3",8
"2747","Solyc02g092350.3",8
"2748","Solyc02g092980.3",8
"2749","Solyc03g005200.3",8
"2750","Solyc03g005210.4",8
"2751","Solyc03g005980.3",8
"2752","Solyc03g006290.4",8
"2753","Solyc03g007030.3",8
"2754","Solyc03g031420.1",8
"2755","Solyc03g031780.4",8
"2756","Solyc03g031830.1",8
"2757","Solyc03g033280.1",8
"2758","Solyc03g043920.4",8
"2759","Solyc03g044600.2",8
"2760","Solyc03g046200.1",8
"2761","Solyc03g078830.1",8
"2762","Solyc03g079880.4",8
"2763","Solyc03g079960.4",8
"2764","Solyc03g083710.1",8
"2765","Solyc03g083880.4",8
"2766","Solyc03g093110.3",8
"2767","Solyc03g093120.5.1",8
"2768","Solyc03g094110.4",8
"2769","Solyc03g097170.3",8
"2770","Solyc03g097390.3",8
"2771","Solyc03g098290.4",8
"2772","Solyc03g110980.4",8
"2773","Solyc03g112930.3",8
"2774","Solyc03g113180.3",8
"2775","Solyc03g115900.4",8
"2776","Solyc03g117280.4",8
"2777","Solyc03g117500.1",8
"2778","Solyc03g117540.4",8
"2779","Solyc03g118310.4",8
"2780","Solyc03g119190.3",8
"2781","Solyc03g119470.2",8
"2782","Solyc03g120950.3",8
"2783","Solyc03g121080.3",8
"2784","Solyc03g123680.1",8
"2785","Solyc04g005710.3",8
"2786","Solyc04g006990.3",8
"2787","Solyc04g007760.3",8
"2788","Solyc04g008600.4",8
"2789","Solyc04g009250.1",8
"2790","Solyc04g014320.1",8
"2791","Solyc04g014410.4",8
"2792","Solyc04g015010.4",8
"2793","Solyc04g015610.3",8
"2794","Solyc04g016080.2",8
"2795","Solyc04g025440.3",8
"2796","Solyc04g025650.3",8
"2797","Solyc04g040130.1",8
"2798","Solyc04g053145.1",8
"2799","Solyc04g054256.1",8
"2800","Solyc04g054720.4",8
"2801","Solyc04g064920.4",8
"2802","Solyc04g071490.3",8
"2803","Solyc04g074640.4",8
"2804","Solyc04g074760.3",8
"2805","Solyc04g076660.3",8
"2806","Solyc04g077190.4",8
"2807","Solyc04g078590.3",8
"2808","Solyc04g078980.4",8
"2809","Solyc04g079130.2",8
"2810","Solyc04g079880.4",8
"2811","Solyc04g080420.4",8
"2812","Solyc04g080510.3",8
"2813","Solyc04g080520.1",8
"2814","Solyc04g081250.1",8
"2815","Solyc04g081910.4",8
"2816","Solyc04g082460.4",8
"2817","Solyc05g005060.3",8
"2818","Solyc05g005540.4",8
"2819","Solyc05g006690.3",8
"2820","Solyc05g006700.4",8
"2821","Solyc05g007000.4",8
"2822","Solyc05g007890.4",8
"2823","Solyc05g008890.3",8
"2824","Solyc05g009420.1",8
"2825","Solyc05g012020.4",8
"2826","Solyc05g012550.4",8
"2827","Solyc05g013760.4",8
"2828","Solyc05g013870.4",8
"2829","Solyc05g014250.3",8
"2830","Solyc05g015320.3",8
"2831","Solyc05g016320.2",8
"2832","Solyc05g023680.4",8
"2833","Solyc05g052360.2",8
"2834","Solyc05g052370.3",8
"2835","Solyc05g053020.3",8
"2836","Solyc05g053380.4",8
"2837","Solyc05g053400.3",8
"2838","Solyc05g054470.3",8
"2839","Solyc05g055960.1",8
"2840","Solyc05g055970.4",8
"2841","Solyc05g056440.3",8
"2842","Solyc05g056470.1",8
"2843","Solyc06g005420.1",8
"2844","Solyc06g008980.3",8
"2845","Solyc06g009260.3",8
"2846","Solyc06g034340.3",8
"2847","Solyc06g035520.3",8
"2848","Solyc06g036440.2",8
"2849","Solyc06g050430.3",8
"2850","Solyc06g050810.3",8
"2851","Solyc06g050860.3",8
"2852","Solyc06g054660.1",8
"2853","Solyc06g060860.2",8
"2854","Solyc06g061020.3",8
"2855","Solyc06g061080.3",8
"2856","Solyc06g063050.4",8
"2857","Solyc06g065040.4",8
"2858","Solyc06g065450.3",8
"2859","Solyc06g066160.3",8
"2860","Solyc06g066180.4",8
"2861","Solyc06g066670.4",8
"2862","Solyc06g069590.3",8
"2863","Solyc06g071190.4",8
"2864","Solyc06g072240.1",8
"2865","Solyc06g072620.4",8
"2866","Solyc06g072845.1",8
"2867","Solyc06g073710.4",8
"2868","Solyc06g074790.2",8
"2869","Solyc06g075170.1",8
"2870","Solyc06g075370.3",8
"2871","Solyc06g075580.4",8
"2872","Solyc06g075930.1",8
"2873","Solyc06g082960.3",8
"2874","Solyc06g083880.2",8
"2875","Solyc06g084080.4",8
"2876","Solyc06g084130.3",8
"2877","Solyc06g084240.2",8
"2878","Solyc07g005100.4",8
"2879","Solyc07g007150.1",8
"2880","Solyc07g009260.3",8
"2881","Solyc07g016215.1",8
"2882","Solyc07g017730.3",8
"2883","Solyc07g020870.3",8
"2884","Solyc07g025380.3",8
"2885","Solyc07g042560.4",8
"2886","Solyc07g043240.4",8
"2887","Solyc07g045420.4",8
"2888","Solyc07g048070.3",8
"2889","Solyc07g052910.3",8
"2890","Solyc07g055060.3",8
"2891","Solyc07g056290.2",8
"2892","Solyc07g056310.3",8
"2893","Solyc07g056330.3",8
"2894","Solyc07g061805.1",8
"2895","Solyc07g063240.4",8
"2896","Solyc07g064240.4",8
"2897","Solyc07g065330.3",8
"2898","Solyc07g065810.2",8
"2899","Solyc07g065900.3",8
